"id";"name";"d1";"d2";"d3";"d4";"d5"
4371;"FerrellgasPartnersLP(fgp)";"-2.18";"1,106.20";"-177.40";"-4,831.60";"-5,624.90"
4372;"Pixelworks,Inc.(pxlw)";"-261.30";"-59.80";"-355.20";"-470.60";"126.40"
4373;"ChinaRapidFinanceLtd.(xrf)";"-1,042.70";"-3,044.84";"-393.65";"-437.00";"-9,676.77"
4374;"DNBFinancialCorp.(Pennsylvania)(dnbf)";"302.00";"204.90";"261.30";"80.80";"241.10"
4375;"TasekoMinesLtd.(tgb)";"-361.77";"-1,461.17";"-597.82";"1,606.54";"390.22"
4376;"OFSCapitalCorp.(ofs)";"499.50";"349.30";"415.00";"117.50";"-228.10"
4377;"AuburnNationalBancorporation,Inc.(aubn)";"226.40";"219.50";"182.50";"213.60";"199.50"
4378;"HarvardBioscience,Inc.(hbio)";"-25.60";"-149.80";"-585.00";"99.90";"-41.70"
4379;"PangaeaLogisticsSolutionsLtd.(panl)";"687.27";"553.52";"452.27";"875.75";"-417.58"
4380;"OconeeFederalFinancialCorp.(ofed)";"92.70";"130.80";"-5.90";"85.40";"155.60"
4381;"DelFrisco'sRestaurantGroup,Inc.(dfrg)";"-156.20";"40.00";"-1,508.10";"-177.60";"209.00"
4382;"ColonyBankcorp,Inc.(cban)";"269.50";"306.90";"318.80";"57.90";"262.20"
4383;"FirstSavingsFinancialGroup,Inc.(fsfg)";"367.70";"222.20";"349.30";"233.90";"244.30"
4384;"MMACapitalManagementLLC(mmac)";"269.40";"-201.20";"550.80";"992.10";"741.70"
4385;"ContraFectCorp.(cfrx)";"-2,013.59";"-1,910.65";"-475.75";"-157.51";"-283.69"
4386;"OrionGroupHoldings,Inc.(orn)";"224.90";"410.10";"953.80";"-503.70";"-229.30"
4387;"GenieEnergyLtd.(gne)";"-249.40";"585.90";"-81.40";"97.50";"-1,295.00"
4388;"AcaciaResearchCorp.(actg)";"-3,286.40";"-2,850.60";"-3,211.10";"-1.10";"1.58"
4389;"GSVCapitalCorp.(gsvc)";"883.00";"696.63";"-248.40";"1,007.10";"619.81"
4390;"CitizensCommunityBancorp,Inc.(Wisconsin)(czwi)";"109.90";"50.30";"134.10";"134.00";"-45.80"
4391;"VanEckMerkGoldTrust(ounz)";"-1,057.63";"-358.12";"777.91";"3.24";"-1.61"
4392;"CyberOpticsCorp.(cybe)";"106.70";"74.00";"-17.30";"50.30";"-7.20"
4393;"Pier1Imports,Inc.(pir)";"-5,108.80";"-2,850.30";"1,505.40";"738.10";"-782.30"
4394;"MDCPartners,Inc.(mdca)";"595.10";"-2,851.90";"2.31";"2,198.40";"1,208.40"
4395;"TheNewHomeCo.,Inc.(nwhm)";"245.60";"11.50";"-65.10";"1,047.00";"431.80"
4396;"TuesdayMorningCorp.(tues)";"-1,029.60";"-808.00";"853.60";"-1,225.40";"-1,732.10"
4397;"FirstCapital,Inc.(fcap)";"252.70";"210.40";"213.60";"159.00";"211.20"
4398;"OldPointFinancialCorp.(opof)";"159.70";"99.20";"94.20";"-288.90";"75.70"
4399;"CaliforniaFirstNationalBancorp(cfnb)";"401.10";"266.90";"353.30";"229.50";"246.40"
4400;"UrbanOne,Inc.(uone)";"2,389.60";"-2,252.20";"1.22";"-781.80";"101.00"
4401;"NorthernTechnologiesInternationalCorp.(ntic)";"230.40";"142.16";"119.86";"153.72";"149.57"
4402;"PlumasBancorp(plbc)";"369.60";"344.50";"328.00";"113.60";"244.80"
4403;"PHI,Inc.(phii)";"-709.30";"-1,698.30";"2,933.00";"-327.70";"-327.30"
4404;"PFSweb,Inc.(pfsw)";"-62.60";"-74.90";"358.60";"-9.80";"-259.60"
4405;"InspiredEntertainment,Inc.CommonStock(inse)";"-401.90";"-49.80";"-415.50";"-928.00";"-833.30"
4406;"YoungevityInternational,Inc.(ygyi)";"-61.40";"-230.80";"-682.00";"-106.80";"-273.00"
4407;"EllingtonResidentialMortgageREIT(earn)";"178.60";"-395.30";"79.30";"634.00";"160.30"
4408;"EMCORECorp.(emkr)";"-841.40";"-307.10";"-8.20";"216.40";"243.60"
4409;"Iteris,Inc.(iti)";"-157.90";"-240.00";"24.80";"-106.10";"-55.60"
4410;"NorthernDynastyMineralsLtd.(nak)";"2,290.88";"-876.97";"-895.39";"-1,427.18";"-2,244.72"
4411;"OwensRealtyMortgage,Inc.(orm)";"234.27";"46.95";"-442.41";"15.63";"1,275.59"
4412;"CARBOCeramics,Inc.(crr)";"-1,673.60";"-1,481.20";"-2,227.20";"-1,738.40";"-1.78"
4413;"StealthGas,Inc.(gass)";"-39.78";"-577.32";"74.83";"-226.14";"-170.89"
4414;"FederalStreetAcquisitionCorp.(fsac)";"-87.99";"23.48";"53.19";"61.04";"-1,686.00"
4415;"CloudPeakEnergy,Inc.(cld)";"1,269.10";"-2,987.20";"-773.80";"1,783.90";"257.70"
4416;"HawthornBancshares,Inc.(hwbk)";"290.70";"209.00";"-237.20";"176.60";"191.90"
4417;"MelintaTherapeutics,Inc.(mlnt)";"-5,578.00";"-2,943.20";"-1,878.00";"-1,035.90";"-1,226.70"
4418;"GulfIslandFabrication,Inc.(gifi)";"54.90";"-529.60";"-2,437.80";"-309.60";"-1,087.00"
4419;"LannettCo.,Inc.(lci)";"-1,135.90";"1,277.00";"1,402.20";"1,325.70";"572.60"
4420;"magicJackVocalTecLtd.(call)";"409.60";"196.60";"-275.20";"245.10";"-149.40"
4421;"Pfênex,Inc.(pfnx)";"-1,108.10";"-1,102.70";"549.00";"-881.80";"-1,232.40"
4422;"TwoRiverBancorp(trcb)";"283.40";"265.00";"267.60";"33.50";"223.70"
4423;"DeltaApparel,Inc.(dla)";"455.00";"363.20";"-995.20";"209.90";"446.80"
4424;"CapitalaFinanceCorp.(cpta)";"494.80";"14.10";"-58.90";"-575.30";"-552.50"
4425;"Cerecor,Inc.(cerc)";"-600.75";"-388.28";"-718.87";"1,872.06";"-179.85"
4426;"SandRidgePermianTrust(per)";"656.80";"593.50";"497.60";"620.80";"683.10"
4427;"SierraOncology,Inc.(srra)";"-1,196.00";"-1,152.50";"-1,059.90";"-999.50";"-1,032.90"
4428;"ContangoOil&GasCo.(mcf)";"-717.80";"93.70";"-557.80";"-691.60";"-603.40"
4429;"UTStarcomHoldingsCorp.(utsi)";"-8.70";"403.10";"-355.30";"219.00";"-108.30"
4430;"TownsquareMedia,Inc.(tsq)";"1,007.50";"-2,659.10";"-2,627.10";"1,429.30";"556.30"
4431;"RecroPharma,Inc.(reph)";"-1,271.50";"-1,245.50";"-2,408.30";"-905.50";"-885.50"
4432;"GSITechnology,Inc.(gsit)";"-35.10";"-164.60";"26.50";"-152.80";"-174.00"
4433;"CollectorsUniverse,Inc.(clct)";"95.60";"147.20";"7.00";"363.40";"104.70"
4434;"ApolloEndosurgery,Inc.(apen)";"-954.10";"-813.40";"-731.50";"-490.20";"-685.80"
4435;"MalvernBancorp,Inc.(mlvf)";"224.30";"201.80";"40.30";"195.50";"171.90"
4436;"GarrisonCapital,Inc.(gars)";"284.40";"202.50";"371.80";"442.20";"207.50"
4437;"AstroNova,Inc.(alot)";"119.40";"81.40";"62.80";"141.90";"72.70"
4438;"JuniperPharmaceuticals,Inc.(jnp)";"-151.40";"77.20";"116.70";"-141.00";"-37.60"
4439;"MiragenTherapeutics,Inc.(mgen)";"-871.40";"-466.10";"-638.60";"-583.40";"-731.20"
4440;"Catasys,Inc.(cats)";"-420.00";"-421.80";"-268.10";"-308.00";"1,392.50"
4441;"PluristemTherapeutics,Inc.(psti)";"-898.10";"-153.10";"-822.90";"-738.50";"-701.60"
4442;"AlphatecHoldings,Inc.(atec)";"-706.40";"-185.40";"658.90";"-307.60";"-262.90"
4443;"QuorumHealthCorp.(qhc)";"-2,594.10";"-9,848.70";"-2,602.30";"-2,855.40";"-3,057.50"
4444;"SequansCommunicationsSA(sqns)";"-876.85";"-802.34";"-740.93";"-614.08";"-546.71"
4445;"VOXXInternationalCorp.(voxx)";"-2,250.20";"-255.20";"839.60";"747.70";"-1,984.80"
4446;"HornbeckOffshoreServices,Inc.(Louisiana)(hos)";"-2,508.80";"-3,865.50";"9,375.80";"-1,895.00";"-1,948.90"
4447;"Sol-GelTechnologiesLtd.(slgl)";"-690.70";"-571.30";"-545.00";"-1,428.60";"--"
4448;"ProvidentFinancialHoldings,Inc.(prov)";"140.00";"173.30";"-77.70";"-22.50";"96.40"
4449;"EksoBionicsHoldings,Inc.(ekso)";"-797.80";"-790.10";"-897.70";"-633.50";"-550.70"
4450;"FirstUnitedCorp.(func)";"301.60";"250.60";"-103.20";"201.20";"230.90"
4451;"ChinaXDPlasticsCo.,Ltd.(cxdc)";"2,060.29";"1,441.51";"-1,538.19";"1,065.01";"2,108.84"
4452;"AmericanSuperconductorCorp.(amsc)";"-473.70";"-599.50";"-424.80";"-728.10";"-1,525.20"
4453;"Build-A-BearWorkshop,Inc.(bbw)";"-180.00";"35.20";"518.00";"143.00";"-153.30"
4454;"CorrevioPharmaCorp.(corv)";"542.80";"-846.00";"-834.30";"-662.30";"-851.20"
4455;"CueBiopharma,Inc.(cue)";"-730.00";"-752.30";"-1,043.89";"-503.19";"-202.41"
4456;"RADCOMLtd.(rdcm)";"75.70";"32.20";"225.80";"118.30";"-20.40"
4457;"PareteumCorp.(teum)";"165.65";"-213.41";"-751.80";"-230.93";"-134.28"
4458;"BorqsTechnologies,Inc.(brqs)";"200.80";"138.70";"15.30";"-1,156.50";"-96.60"
4459;"SpartonCorp.(spa)";"-27.80";"209.20";"-903.40";"-285.20";"168.30"
4460;"Ashford,Inc.(ainc)";"889.40";"-583.50";"-798.20";"-225.80";"-723.10"
4461;"GoresHoldingsII,Inc.(gsht)";"-154.83";"80.19";"47.63";"25.47";"54.19"
4462;"AmericanCapitalSeniorFloatingLtd.(acsf)";"-52.30";"312.50";"254.10";"2.10";"39.30"
4463;"PHI,Inc.(phiik)";"-709.30";"-1,698.30";"2,933.00";"-327.70";"-327.30"
4464;"DawsonGeophysicalCo.(dwsn)";"-571.10";"-170.90";"-454.40";"-275.90";"-1,480.90"
4465;"MVOilTrust(mvo)";"419.75";"253.00";"143.75";"258.75";"287.50"
4466;"ProfireEnergy,Inc.(pfie)";"171.43";"187.62";"131.89";"121.79";"131.26"
4467;"ServiceSourceInternational,Inc.(srev)";"-888.70";"-1,165.20";"7.40";"-519.50";"-1,310.10"
4468;"CondorHospitalityTrust,Inc.(cdor)";"272.10";"62.30";"115.50";"-125.40";"463.40"
4469;"CSSIndustries,Inc.(css)";"-1,847.60";"-3,842.10";"595.20";"301.30";"-706.40"
4470;"EnduroRoyaltyTrust(ndro)";"443.30";"237.33";"3,807.04";"117.46";"327.10"
4471;"SilvercrestAssetManagementGroup,Inc.(samg)";"233.70";"223.10";"-8.00";"187.20";"185.80"
4472;"FennecPharmaceuticals,Inc.(fenc)";"-258.70";"-156.80";"-229.00";"-235.20";"-159.80"
4473;"RiverviewFinancialCorp.(rive)";"278.80";"278.70";"281.10";"-492.40";"40.10"
4474;"HorizonTechnologyFinanceCorp.(hrzn)";"293.00";"260.30";"249.60";"270.90";"73.30"
4475;"SynergyPharmaceuticals,Inc.(sgyp)";"-2,969.10";"-3,610.40";"-3,697.40";"-4,887.10";"-7,388.90"
4476;"DatawatchCorp.(dwch)";"-228.10";"-387.10";"-82.80";"-81.40";"-49.90"
4477;"STRATTECSecurityCorp.(strt)";"442.90";"459.20";"393.20";"383.50";"326.90"
4478;"ConatusPharmaceuticals,Inc.(cnat)";"-449.70";"-501.80";"-435.64";"-400.04";"-541.69"
4479;"LibertyTax,Inc.(tax)";"-975.80";"2,839.30";"227.80";"-934.20";"-943.00"
4480;"SBFinancialGroup,Inc.(sbfg)";"311.80";"310.30";"245.00";"401.00";"272.00"
4481;"UnitedCommunityBancorp(Indiana)(ucba)";"88.90";"71.10";"49.70";"86.20";"98.70"
4482;"MagalSecuritySystemsLtd.(mags)";"190.30";"-16.70";"29.10";"-19.30";"-330.50"
4483;"InfinityPharmaceuticals,Inc.(infi)";"-696.30";"-945.10";"-729.70";"-710.40";"-1,695.40"
4484;"ChembioDiagnostics,Inc.(cemi)";"-172.84";"-65.23";"-199.84";"-58.47";"-217.31"
4485;"VAALCOEnergy,Inc.(egy)";"88.70";"871.10";"353.40";"-14.80";"245.10"
4486;"MaxwellTechnologies,Inc.(mxwl)";"-1,130.20";"-920.50";"-875.20";"-1,386.00";"-1,011.80"
4487;"AppliedGeneticTechnologiesCorp.(agtc)";"-661.10";"-810.10";"-519.00";"-139.70";"-319.70"
4488;"CoastwayBancorp,Inc.(cway)";"140.70";"44.70";"22.90";"98.40";"81.70"
4489;"CitizensHoldingCo.(Mississippi)(cizn)";"149.60";"168.81";"177.24";"-112.50";"160.75"
4490;"SanchezMidstreamPartnersLP(snmp)";"-179.50";"144.20";"28.90";"377.10";"55.90"
4491;"TapImmune,Inc.(tpiv)";"-481.28";"-319.65";"-268.34";"-398.55";"-189.34"
4492;"SteelConnect,Inc.(stcn)";"-1,033.30";"6,508.90";"-523.70";"-931.10";"-506.70"
4493;"KCAPFinancial,Inc.(kcap)";"-130.13";"258.86";"114.11";"-66.62";"250.04"
4494;"LandmarkBancorp,Inc.(Kansas)(lark)";"284.50";"209.90";"244.20";"-266.10";"238.30"
4495;"DanaosCorp.(dac)";"583.80";"1,499.20";"2,280.60";"2,242.70";"2,022.90"
4496;"BancorpofNewJersey,Inc.(bkj)";"119.00";"134.30";"-12.60";"134.90";"128.90"
4497;"AnavexLifeSciencesCorp.(avxl)";"-284.92";"-475.20";"-405.92";"-515.46";"-361.01"
4498;"Marchex,Inc.(mchx)";"-65.80";"-92.60";"-84.10";"-81.10";"-128.00"
4499;"LimestoneBancorp,Inc.(lmst)";"243.70";"195.60";"190.00";"3,243.60";"174.90"
4500;"GreatPantherSilverLtd.(gpl)";"-276.50";"-9.70";"-191.80";"-66.60";"83.30"
4501;"SesenBio,Inc.(sesn)";"-895.80";"-396.30";"-654.70";"-910.50";"-731.60"
4502;"Airgain,Inc.(airg)";"-319.03";"-110.58";"59.19";"23.44";"-7.01"
4503;"AtlasFinancialHoldings,Inc.(afh)";"--";"--";"--";"--";"--"
4504;"VBIVaccines,Inc.(vbiv)";"-1,673.10";"-1,225.10";"-1,154.30";"-980.20";"-901.30"
4505;"NymoxPharmaceuticalCorp.(nymx)";"-241.90";"-266.40";"-332.81";"-458.18";"-270.54"
4506;"DRDGOLDLtd.(drd)";"496.44";"93.26";"16.94";"-43.22";"69.70"
4507;"ComstockResources,Inc.(crk)";"-3,400.30";"-4,188.60";"-4,229.60";"-2,473.60";"-2,144.20"
4508;"TransActTechnologies,Inc.(tact)";"121.00";"68.00";"-41.20";"181.30";"86.70"
4509;"EverspinTechnologies,Inc.(mram)";"-659.90";"-127.70";"-438.10";"-544.60";"-518.70"
4510;"MustangBio,Inc.(mbio)";"-509.30";"-628.10";"-1,560.10";"-694.00";"-552.90"
4511;"TetraphasePharmaceuticals,Inc.(ttph)";"-954.30";"-2,157.60";"-2,347.50";"-3,000.80";"-3,181.10"
4512;"AspenGroup,Inc.(aspu)";"-283.73";"-366.45";"-214.79";"-48.16";"-76.71"
4513;"ChampionsOncology,Inc.(csbr)";"48.20";"-66.20";"-7.60";"-9.40";"-67.40"
4514;"MolecularTemplates,Inc.(mtem)";"-969.50";"-871.40";"-691.50";"-1,096.70";"114.50"
4515;"SalisburyBancorp,Inc.(sal)";"234.40";"187.70";"199.50";"106.30";"167.80"
4516;"XOMACorp.(xoma)";"-194.70";"-380.60";"-131.80";"1,603.80";"17.20"
4517;"CMFinance,Inc.(cmfn)";"353.96";"409.10";"485.91";"313.57";"473.24"
4518;"SmartSand,Inc.(snd)";"1,002.10";"97.50";"1,088.60";"704.70";"262.40"
4519;"ImpacMortgageHoldings,Inc.(imh)";"-9,739.80";"387.30";"-4,490.50";"231.70";"644.00"
4520;"BankofSouthCarolinaCorp.(bksc)";"172.64";"161.22";"84.87";"144.07";"138.64"
4521;"LimestoneBancorp,Inc.(pbib)";"190.00";"3,243.60";"174.90";"166.70";"163.60"
4522;"JMPGroupLLC(jmp)";"28.80";"-198.80";"-28.30";"-140.00";"-123.50"
4523;"I.D.Systems,Inc.(idsy)";"-111.60";"-99.00";"-87.40";"-58.60";"-52.40"
4524;"UltralifeCorp.(ulbi)";"164.00";"216.80";"380.80";"110.10";"109.40"
4525;"Francesca'sHoldingsCorp.(fran)";"45.40";"-388.50";"372.60";"23.90";"726.30"
4526;"TheExOneCo.(xone)";"-803.70";"-638.50";"-196.00";"-486.30";"-640.30"
4527;"OrganovoHoldings,Inc.(onvo)";"-741.60";"-744.90";"-779.10";"-946.10";"-1,010.20"
4528;"CatalystBiosciences,Inc.(cbio)";"-648.20";"-504.20";"-575.30";"-579.30";"-587.70"
4529;"SecondSightMedicalProducts,Inc.(eyes)";"-796.10";"-975.30";"-740.90";"-671.60";"-684.30"
4530;"LakelandIndustries,Inc.(lake)";"101.70";"186.70";"-491.90";"180.60";"184.20"
4531;"MSBFinancialCorp.(msbf)";"131.50";"124.30";"102.20";"27.20";"116.90"
4532;"GuarantyFederalBancshares,Inc.(gfed)";"393.40";"-34.30";"135.57";"41.85";"171.74"
4533;"LSIIndustries,Inc.(lyts)";"-266.40";"22.00";"-146.80";"-1,562.90";"69.60"
4534;"NetSolTechnologies,Inc.(ntwk)";"80.99";"485.93";"166.20";"-18.13";"-288.10"
4535;"RafaelHoldings,Inc.(rfl)";"-136.90";"-65.90";"-72.20";"-932.80";"16.60"
4536;"AvistaHealthcarePublicAcquisitionCorp.(ahpa)";"-85.34";"-109.15";"-124.16";"-281.02";"38.03"
4537;"SevernBancorp,Inc.(svbi)";"191.80";"188.50";"-34.80";"125.90";"98.20"
4538;"FlotekIndustries,Inc.(ftk)";"-7,539.10";"6.70";"-776.70";"-342.10";"-112.20"
4539;"EMXRoyaltyCorp.(emx)";"-286.43";"-152.09";"-25.38";"-231.19";"-188.73"
4540;"TheJointCorp.(UnitedStates)(jynt)";"-4.28";"-38.69";"-21.32";"-40.38";"-101.12"
4541;"InnovateBiopharmaceuticals,Inc.(innt)";"-421.56";"-1,615.57";"-343.40";"-150.80";"-163.80"
4542;"Endologix,Inc.(elgx)";"-2,387.60";"-1,976.70";"-1,452.10";"-1,427.30";"-1,629.20"
4543;"UrbanOne,Inc.(uonek)";"2,389.60";"-2,252.20";"1.22";"-781.80";"101.00"
4544;"AxsomeTherapeutics,Inc.(axsm)";"-828.09";"-480.56";"-743.05";"-643.35";"-708.43"
4545;"ARCDocumentSolutions,Inc.(arc)";"400.80";"47.60";"-1,205.60";"-1,476.70";"372.00"
4546;"ViveveMedical,Inc.(vive)";"-1,135.80";"-1,242.00";"-1,022.40";"-961.50";"-1,042.50"
4547;"AlexcoResourceCorp.(axu)";"-146.84";"-257.83";"-137.58";"-181.27";"-200.43"
4548;"HoustonWire&CableCo.(hwcc)";"260.60";"194.70";"199.60";"-171.10";"-5.40"
4549;"TESSCOTechnologies,Inc.(tess)";"119.08";"115.84";"62.33";"157.02";"177.39"
4550;"AurynResources,Inc.(aug)";"-338.61";"-273.80";"-76.54";"146.88";"-28.62"
4551;"FirsthandTechnologyValueFund,Inc.(svvc)";"648.35";"556.94";"3,580.68";"-45.99";"-907.18"
4552;"SotherlyHotels,Inc.(soho)";"135.24";"-23.83";"-393.65";"-155.06";"27.69"
4553;"A.H.BeloCorp.(ahc)";"-58.30";"-405.90";"1,281.30";"254.50";"-84.80"
4554;"EastmanKodakCo.(kodk)";"400.00";"-2,500.00";"1.28";"-4,600.00";"700.00"
4555;"DigitalTurbine,Inc.(apps)";"152.80";"-421.20";"-379.90";"-645.80";"-417.50"
4556;"InternationalTowerHillMinesLtd.(thm)";"-95.54";"-106.52";"-138.09";"-174.55";"-162.76"
4557;"CTIBioPharmaCorp.(ctic)";"-1,134.40";"-403.50";"-1,427.00";"-1,199.90";"537.30"
4558;"RichardsonElectronicsLtd.(rell)";"43.10";"173.90";"52.70";"17.20";"-11.20"
4559;"HopFedBancorp,Inc.(hfbc)";"168.50";"112.60";"22.50";"140.30";"114.10"
4560;"LakeShoreBancorp,Inc.(lsbk)";"105.80";"100.60";"93.60";"58.00";"94.00"
4561;"Intevac,Inc.(ivac)";"-16.70";"-513.60";"-4.10";"123.00";"110.00"
4562;"HennessyAdvisors,Inc.(hnna)";"421.80";"455.50";"818.70";"335.80";"396.00"
4563;"FrequencyElectronics,Inc.(feim)";"3.10";"-1,188.50";"-1,010.70";"-128.90";"83.00"
4564;"SecurityNationalFinancialCorp.(snfca)";"--";"--";"--";"--";"--"
4565;"TheStreet,Inc.(tst)";"-86.10";"-68.17";"321.97";"18.99";"34.47"
4566;"GoldfieldCorp.(gv)";"215.15";"240.57";"344.39";"-5.35";"251.79"
4567;"HMNFinancial,Inc.(hmnf)";"271.20";"172.70";"144.50";"38.70";"178.00"
4568;"CommunityWestBancshares(cwbc)";"236.90";"186.70";"181.40";"44.90";"155.40"
4569;"AspenAerogels,Inc.(aspn)";"-695.80";"-684.20";"-168.30";"-308.80";"-547.20"
4570;"RLJEntertainment,Inc.(rlje)";"-201.40";"-652.50";"381.70";"-271.60";"-110.50"
4571;"PsychemedicsCorp.(pmd)";"127.50";"117.70";"125.10";"235.00";"136.40"
4572;"HydrogenicsCorp.(hygs)";"-480.10";"-195.40";"-112.90";"-200.30";"-574.20"
4573;"AmericasSilverCorp.(usas)";"139.00";"52.30";"-135.90";"-277.20";"88.10"
4574;"LRADCorp.(lrad)";"-8.02";"46.09";"-168.33";"16.57";"-52.82"
4575;"JMULtd.(jmu)";"-7,572.39";"-275.25";"-1.48";"-447.42";"-507.46"
4576;"SharpSpring,Inc.(shsp)";"-246.62";"-205.19";"-50.37";"-168.15";"-131.53"
4577;"LiqTechInternational,Inc.(liqt)";"-26.35";"-153.33";"-95.53";"-147.94";"-119.24"
4578;"MicroVision,Inc.(mvis)";"28.90";"-845.90";"-713.20";"-786.10";"-524.10"
4579;"PointerTelocationLtd.(pntr)";"192.50";"176.90";"1,110.60";"188.30";"196.60"
4580;"TravelzooInc.(tzoo)";"11.80";"47.70";"250.20";"67.50";"-57.60"
4581;"Fred's,Inc.(fred)";"-2,292.40";"-1,985.50";"-2,262.20";"-5,181.50";"-2,951.70"
4582;"EducationalDevelopmentCorp.(educ)";"149.07";"181.66";"82.41";"212.84";"103.69"
4583;"RandolphBancorp,Inc.(rndb)";"-14.20";"-101.00";"-70.70";"-157.80";"4.90"
4584;"RadaElectronicIndustriesLtd.(rada)";"10.00";"21.30";"14.50";"83.10";"47.30"
4585;"SoundFinancialBancorp(sfbc)";"183.00";"196.60";"160.20";"118.60";"122.20"
4586;"Big5SportingGoodsCorp.(bgfv)";"-24.80";"-130.90";"-1,295.00";"595.00";"277.80"
4587;"NicholasFinancial,Inc.(nick)";"140.90";"63.40";"-285.80";"34.00";"79.90"
4588;"FinjanHoldings,Inc.(fnjn)";"703.90";"2,921.80";"1,392.80";"-423.70";"-282.90"
4589;"CrossTimbersRoyaltyTrust(crt)";"216.92";"203.03";"162.24";"152.64";"152.16"
4590;"MAMSoftwareGroup,Inc.(mams)";"95.80";"121.70";"-7.90";"111.40";"243.60"
4591;"Tecogen,Inc.(tgen)";"-73.92";"3.71";"27.43";"5.51";"-27.65"
4592;"A-MarkPreciousMetals,Inc.(amrk)";"-312.80";"-67.70";"-5.80";"44.40";"108.00"
4593;"GreatElmCapitalCorp.(gecc)";"264.80";"-403.90";"506.60";"-873.20";"-246.70"
4594;"MattersightCorp.(matr)";"-453.80";"-213.10";"-154.90";"-301.60";"-680.30"
4595;"G.WilliFoodInternationalLtd.(wilc)";"181.19";"208.29";"312.49";"229.88";"43.81"
4596;"Ur-Energy,Inc.(urg)";"259.10";"641.80";"-342.60";"-300.30";"131.60"
4597;"SuperiorDrillingProducts,Inc.(sdpi)";"100.48";"6.85";"-78.56";"58.60";"30.68"
4598;"AdamisPharmaceuticalsCorp.(admp)";"-970.24";"-761.84";"-802.57";"-676.93";"-497.12"
4599;"OncoSecMedical,Inc.(oncs)";"-1,243.93";"-1,006.06";"-1,073.61";"-590.05";"-589.79"
4600;"SteinMart,Inc.(smrt)";"-114.40";"733.30";"-41.50";"-1,461.60";"-1,299.30"
4601;"Startek,Inc.(srt)";"-370.50";"-1,002.60";"-245.20";"-117.20";"55.40"
4602;"BlueKnightEnergyPartnersLPLLC(bkep)";"178.50";"444.20";"36.10";"977.10";"637.10"
4603;"AmericanRiverBankshares(amrb)";"115.30";"126.90";"135.30";"-39.20";"110.90"
4604;"EagleBancorpMontana,Inc.(ebmt)";"163.20";"133.30";"57.30";"55.30";"172.10"
4605;"PacificCoastOilTrust(royt)";"158.20";"324.00";"115.60";"153.10";"148.00"
4606;"LunaInnovations,Inc.(luna)";"106.73";"14.87";"23.42";"51.54";"-22.18"
4607;"ITUSCorp.(itus)";"-559.36";"-139.25";"-186.55";"-178.58";"-179.44"
4608;"CorMedix,Inc.(crmd)";"-855.69";"-1,018.51";"-1,031.05";"-995.63";"-514.62"
4609;"IntelligentSystemsCorp.(ins)";"105.80";"89.30";"-65.00";"138.50";"20.30"
4610;"EvofemBiosciences,Inc.(evfm)";"-2,324.40";"-6,905.60";"-235.98";"-180.63";"-281.38"
4611;"PerformantFinancialCorp.(pfmt)";"-359.10";"845.50";"52.10";"-785.10";"-244.00"
4612;"LandcadiaHoldings,Inc.(lca)";"48.91";"-19.29";"-4.01";"-10.48";"22.19"
4613;"GlobalSCAPE,Inc.(gsb)";"59.30";"-93.50";"-19.30";"27.60";"45.70"
4614;"IndiaGlobalizationCapital,Inc.(igc)";"-85.80";"-51.23";"-57.46";"-53.28";"-30.39"
4615;"Identiv,Inc.(inve)";"-274.50";"-230.10";"-453.80";"-103.40";"-190.40"
4616;"HomeTownBanksharesCorp.(Virginia)(hmta)";"98.90";"120.20";"39.90";"93.70";"45.60"
4617;"ImprimisPharmaceuticals,Inc.(immy)";"252.20";"-351.30";"-277.10";"-569.20";"148.40"
4618;"SequentialBrandsGroup,Inc.(sqbg)";"468.90";"-30.40";"-1.62";"-2,473.20";"445.10"
4619;"SummitStateBank(California)(ssbi)";"150.50";"146.10";"174.00";"47.80";"100.10"
4620;"EllomayCapitalLtd.(ello)";"-86.22";"-50.27";"-222.99";"154.40";"-339.10"
4621;"FauquierBankshares,Inc.(fbss)";"131.70";"165.90";"158.60";"-54.30";"128.10"
4622;"CumberlandPharmaceuticals,Inc.(cpix)";"-74.55";"-239.22";"-82.18";"-75.72";"-517.72"
4623;"DHIGroup,Inc.(dhx)";"-20.50";"350.30";"1,175.80";"105.80";"182.20"
4624;"GreatElmCapitalGroup,Inc.(gec)";"-250.80";"-420.60";"-116.90";"-303.00";"-130.50"
4625;"PBBancorp,Inc.(pbbi)";"78.90";"96.50";"79.10";"58.40";"57.30"
4626;"QuantumCorp.(qtm)";"-786.30";"-367.40";"-191.30";"500.60";"382.60"
4627;"PatriotNationalBancorp,Inc.(pnbk)";"103.60";"106.50";"60.00";"101.30";"80.40"
4628;"HuntCompaniesFinanceTrust,Inc.(hcft)";"-2,236.08";"1,043.45";"800.04";"-513.68";"-316.73"
4629;"StewardshipFinancialCorp.(ssfn)";"230.10";"180.80";"4.80";"164.00";"126.80"
4630;"PCTEL,Inc.(pcti)";"-122.60";"-85.80";"328.90";"71.90";"-18.50"
4631;"TheONEGroupHospitality,Inc.(stks)";"31.40";"11.80";"-21.40";"-101.29";"-218.47"
4632;"FiveOaksInvestmentCorp.(oaks)";"1,043.45";"-513.68";"-316.73";"148.86";"61.58"
4633;"OphthotechCorp.(opht)";"-1,320.90";"-1,307.30";"-954.20";"1.89";"-2,220.40"
